all,,centrals,,satellites,,025dexerror,,Muzzin,,Santini,,Wright,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
8.058823529411764,-1.5025125628140703,8.058823529411764,-1.5904522613065328,8.03921568627451,-2.4698492462311554,8.058823529411764,-1.5150753768844218,10.5,-3.2361809045226124,9.284313725490197,-1.6407035175879399,9.529411764705884,-2.557788944723619
8.205882352941178,-1.615577889447236,8.235294117647058,-1.7035175879396993,8.205882352941178,-2.557788944723619,8.284313725490197,-1.665829145728643,10.588235294117649,-3.248743718592964,9.519607843137255,-1.841708542713568,9.784313725490197,-2.5703517587939695
8.441176470588236,-1.741206030150754,8.450980392156863,-1.816582914572864,8.411764705882353,-2.633165829145728,8.588235294117649,-1.791457286432161,10.676470588235293,-3.298994974874372,9.696078431372548,-2.3065326633165837,10.019607843137255,-2.733668341708542
8.647058823529413,-1.8291457286432165,8.647058823529413,-1.891959798994975,8.607843137254903,-2.7211055276381906,8.882352941176471,-1.9673366834170851,10.764705882352942,-3.424623115577889,9.872549019607845,-2.4698492462311554,10.274509803921568,-2.834170854271356
8.862745098039216,-1.9547738693467345,8.833333333333332,-2.017587939698492,8.813725490196079,-2.8216080402010046,9.235294117647062,-2.14321608040201,10.862745098039216,-3.5125628140703515,10.098039215686274,-2.733668341708542,10.52941176470588,-3.0226130653266328
9.176470588235293,-2.1055276381909556,9.107843137254903,-2.1557788944723626,9.009803921568626,-2.884422110552764,9.53921568627451,-2.331658291457286,10.96078431372549,-3.5879396984924625,10.274509803921568,-2.7211055276381906,10.774509803921568,-3.14824120603015
9.401960784313726,-2.2437185929648242,9.372549019607845,-2.2939698492462313,9.245098039215687,-3.0100502512562812,9.823529411764707,-2.507537688442212,11.049019607843139,-3.776381909547739,10.47058823529412,-2.9221105527638187,11.009803921568626,-3.4120603015075375
9.656862745098039,-2.3944723618090453,9.627450980392158,-2.4698492462311554,9.47058823529412,-3.123115577889447,10.127450980392158,-2.6708542713567835,11.137254901960784,-3.9773869346733672,10.696078431372548,-2.9346733668341702,11.264705882352942,-3.701005025125628
9.901960784313726,-2.5703517587939695,9.911764705882351,-2.608040201005025,9.637254901960784,-3.2361809045226124,10.431372549019606,-2.884422110552764,11.245098039215687,-4.040201005025125,10.882352941176471,-2.9974874371859297,11.519607843137255,-4.140703517587939
10.156862745098039,-2.683417085427135,10.176470588235293,-2.7964824120603016,9.882352941176471,-3.3618090452261313,10.666666666666668,-3.0979899497487438,11.333333333333332,-4.517587939698492,11.088235294117649,-3.3115577889447234,,
10.382352941176471,-2.8467336683417077,10.519607843137255,-3.0100502512562812,10.147058823529413,-3.550251256281406,10.950980392156865,-3.3618090452261313,11.42156862745098,-5.208542713567839,11.294117647058826,-3.889447236180903,,
10.57843137254902,-2.9974874371859297,10.745098039215687,-3.298994974874372,10.372549019607842,-3.7135678391959797,11.127450980392158,-3.701005025125628,11.50980392156863,-5.070351758793969,,,,
10.784313725490197,-3.2613065326633173,11.019607843137255,-3.675879396984925,10.57843137254902,-3.9773869346733672,11.362745098039216,-4.140703517587939,11.598039215686274,-5.309045226130653,,,,
10.931372549019606,-3.4874371859296485,11.14705882352941,-3.989949748743717,10.745098039215687,-4.241206030150753,11.568627450980394,-4.530150753768844,,,,,,
11.06862745098039,-3.7638190954773876,11.333333333333332,-4.36683417085427,10.8921568627451,-4.517587939698492,11.735294117647058,-4.994974874371859,,,,,,
11.176470588235293,-4.015075376884422,11.450980392156865,-4.768844221105526,11.019607843137255,-4.806532663316583,11.862745098039216,-5.422110552763819,,,,,,
11.313725490196077,-4.3040201005025125,11.568627450980394,-5.0954773869346734,11.137254901960784,-5.032663316582914,11.941176470588236,-5.811557788944723,,,,,,
11.441176470588236,-4.655778894472361,11.666666666666668,-5.409547738693467,11.245098039215687,-5.359296482412059,,,,,,,,
11.549019607843135,-4.9698492462311545,11.774509803921571,-5.78643216080402,11.372549019607845,-5.610552763819095,,,,,,,,
11.656862745098039,-5.309045226130653,,,11.480392156862745,-5.836683417085428,,,,,,,,
11.705882352941178,-5.64824120603015,,,,,,,,,,,,
11.745098039215687,-5.924623115577889,,,,,,,,,,,,
