8.782967033	-2.125886525	9.520737327	-2.597633136
9.034798535	-2.111111111	9.774193548	-2.627218935
9.298076923	-2.46572104	    10.02764977	-2.76035503
9.549908425	-2.480496454	10.28110599	-2.849112426
9.778846154	-2.628250591	10.53456221	-3.041420118
10.04212454	-2.672576832	10.7764977	-3.174556213
10.30540293	-2.761229314	11.05299539	-3.440828402
10.55723443	-2.835106383	11.29493088	-3.721893491
10.78617216	-2.805555556	11.52534562	-4.165680473
11.06089744	-2.923758865	NaN	NaN
11.28983516	-3.307919622	NaN	NaN
11.55311355	-3.943262411	NaN	NaN
11.78205128	-5.036643026	NaN	NaN
